500000, 8157699.8995, 2, 2.43649482593557, 2074553.4708, 1.33864024532484
510000, 10198504.9368, 2, 2.47578148740105, 2116044.5402, 1.36716894510033
520000, 9166574.5774, 1, 2.45794178744543, 2157535.6096, 1.35638599844237
530000, 9643073.1134, 2, 2.46700549935575, 2199026.6791, 1.3569332913581
540000, 6448282.7078, 2, 2.39121038249127, 2240517.7485, 1.29118736671562
550000, 7649199.3765, 2, 2.42571240446525, 2282008.8179, 1.32660964827967
560000, 11841190.8939, 2, 2.49947993652774, 2323499.8873, 1.37983410061325
570000, 6764071.4481, 2, 2.40160604616533, 2364990.9567, 1.30700224205008
580000, 8588848.8539, 2, 2.44823812272903, 2406482.0261, 1.33665302415793
590000, 7100549.0204, 2, 2.41191543549665, 2447973.0956, 1.31780788353801
600000, 8315811.6685, 2, 2.44254562252851, 2489464.165, 1.33834944908224
610000, 8579416.3657, 2, 2.44822896215095, 2530955.2344, 1.34471308357797
620000, 8996674.0429, 2, 2.45700228807049, 2572446.3038, 1.34768917902492
630000, 7172484.7238, 2, 2.41538697693165, 2613937.3732, 1.31382456477784
640000, 8960960.4931, 2, 2.45669554809965, 2655428.4426, 1.34859572110215
650000, 13758136.9211, 2, 2.52066883575704, 2696919.5121, 1.4004390068806
660000, 8602668.8715, 2, 2.45011267329979, 2738410.5815, 1.33719809120163
670000, 10683713.0291, 2, 2.48565546738542, 2779901.6509, 1.37110618565009
680000, 9637749.0476, 2, 2.46956758764263, 2821392.7203, 1.35858001365398
690000, 9220654.6516, 2, 2.46245624137584, 2862883.7897, 1.35069234986571
700000, 9697505.1862, 2, 2.47083139287632, 2904374.8591, 1.35942103318423
710000, 8252461.5516, 2, 2.44370877335552, 2945865.9285, 1.33650008305888
720000, 7800707.7456, 2, 2.43373384258569, 2987356.998, 1.32969957574984
730000, 7271011.3263, 3, 2.42077008697295, 3028848.0674, 1.31780632678212
740000, 11118698.9664, 2, 2.49260676319257, 3070339.1368, 1.37413014337072
750000, 4865285.0639, 3, 2.33814271550021, 3111830.2062, 1.23884769952596
760000, 7227698.9423, 2, 2.42065383646971, 3153321.2756, 1.31727781215926
770000, 7307928.9889, 3, 2.4231709870223, 3194812.345, 1.31570908186519
780000, 7591978.9986, 2, 2.43035664563184, 3236303.4145, 1.32461042266442
790000, 6961420.542, 2, 2.41438267268091, 3277794.4839, 1.31021864829647
800000, 8890491.5571, 2, 2.45847065835075, 3319285.5533, 1.34855563244614
810000, 7819689.3072, 3, 2.43653309463018, 3360776.6227, 1.32636007099405
820000, 8429163.7087, 3, 2.44992581366391, 3402267.6921, 1.33839861001536
830000, 9799004.3249, 3, 2.47491935441397, 3443758.7615, 1.35743328259856
840000, 8900848.9958, 3, 2.45973348681035, 3485249.831, 1.34302002438605
850000, 6490333.7121, 3, 2.40230370839513, 3526740.9004, 1.30113100916256
860000, 7809300.6724, 3, 2.43760736786881, 3568231.9698, 1.32610121882448
